x,R_hat_bc
-0.65139999999999987,10.189821182444568
-0.61548320802004997,8.9077206692407742
-0.57956641604010017,7.7531302612131716
-0.54364962406015027,6.7199791299542015
-0.50773283208020037,5.8019170968909384
-0.47181604010025052,4.9923433640322834
-0.43589924812030068,4.2844378335423894
-0.39998245614035077,3.6711957596962308
-0.36406566416040093,3.1454664612544896
-0.32814887218045108,2.6999967469733432
-0.29223208020050118,2.3274795671502346
-0.25631528822055133,2.0206081819755513
-0.22039849624060148,1.7721358245740189
-0.18448170426065158,1.5749404309999444
-0.14856491228070168,1.4220935193345292
-0.11264812030075189,1.3069317486446816
-0.076731328320801984,1.2231291149541896
-0.040814536340852081,1.1647672013597317
-0.0048977443609022897,1.1264004617607746
0.031019047619047613,1.1031132573370634
0.066935839598997515,1.0905653522424545
0.10285263157894731,1.0850228625078648
0.13876942355889721,1.0833722611656345
0.17468621553884711,1.0831159527821466
0.2106030075187969,1.0823490757114618
0.24651979949874681,1.0797184626961731
0.28243659147869671,1.0743659539591137
0.31835338345864661,1.0658593678832762
0.35427017543859651,1.0541152646653471
0.39018696741854619,1.0393180966463136
0.4261037593984961,1.0218403847558899
0.462020551378446,1.002168207255981
0.4979373433583959,0.98083559549990851
0.5338541353383458,0.9583704946889704
0.56977092731829571,0.93525387245914415
0.60568771929824561,0.91189244886427723
0.64160451127819529,0.88860446899543821
0.67752130325814519,0.86561701855425066
0.71343809523809509,0.84307265363865236
0.749354887218045,0.8210426298683875
0.7852716791979949,0.7995438160328604
0.8211884711779448,0.778556493706556
0.85710526315789448,0.7580406805539156
0.89302205513784438,0.73794933278826624
0.92893884711779429,0.71823768977592239
0.96485563909774419,0.69886897992910502
1.000772431077694,0.67981754366484826
1.0366892230576439,0.6610709882732495
1.0726060150375938,0.64263316233995782
1.1085228070175437,0.62452949104327959
1.1444395989974936,0.60681559538288454
1.1803563909774435,0.58958923855328083
1.2162731829573934,0.57300464749950741
1.2521899749373433,0.55728730486923639
1.2881067669172932,0.54274655107637182
1.3240235588972427,0.52978292380530689
1.359940350877193,0.51888722037849266
1.3958571428571429,0.51062888342234225
1.4317739348370924,0.50563249042017222
1.4676907268170423,0.50454276341932125
1.5036075187969922,0.50798036046716255
1.5395243107769421,0.51649240925222173
1.575441102756892,0.53050290871431072
1.6113578947368419,0.55026845180038986
1.6472746867167918,0.57584409820955873
1.6831914786967417,0.607062778471255
1.7191082706766916,0.64352967823721552
1.7550250626566415,0.68463107354684638
1.7909418546365914,0.72955546651076553
1.8268586466165413,0.77732386336359383
1.8627754385964912,0.82682571461665921
1.8986922305764407,0.87685731540843381
1.9346090225563906,0.92616016997590134
1.9705258145363405,0.97345776104694126
2.0064426065162904,1.017490148681689
2.0423593984962403,1.0570466850233584
2.0782761904761902,1.0909977087580538
2.1141929824561401,1.1183262238868448
2.15010977443609,1.1381601697436716
2.1860265664160399,1.1498049695549895
2.2219433583959898,1.1527747999898048
2.2578601503759397,1.1468198317784279
2.2937769423558896,1.1319460112121296
2.3296937343358395,1.1084241441923182
2.3656105263157889,1.0767861880097462
2.4015273182957388,1.0378084774591785
2.4374441102756887,0.99248357662468356
2.4733609022556386,0.9419839764771375
2.5092776942355886,0.88762155137632581
2.5451944862155385,0.83080644394160053
2.5811112781954884,0.77300804442446913
2.6170280701754383,0.71571930435848041
2.6529448621553882,0.66042413920162457
2.6888616541353381,0.60856643897126783
2.724778446115288,0.56151845133689071
2.7606952380952379,0.52054620272150298
2.7966120300751873,0.48677031040486479
2.8325288220551372,0.46112206915970022
2.8684456140350871,0.44429696514754158
2.904362406015037,0.43671039948042611
2.9402791979949869,0.43846268691039025
2.9761959899749368,0.44932140455474112
3.0121127819548867,0.46872808306986846
3.0480295739348366,0.49583280673814034
3.0839463659147865,0.52955516750321596
3.1198631578947364,0.56866467021530653
3.1557799498746864,0.61186983720317334
3.1916967418546363,0.65790410788341991
3.2276135338345862,0.70559831192191014
3.2635303258145356,0.75393312483697428
3.2994471177944855,0.80206910778296248
3.3353639097744354,0.84935546074744028
3.3712807017543858,0.8953208274025507
3.4071974937343352,0.93965035306589284
3.4431142857142856,0.98215310293524893
3.479031077694235,1.0227234172861694
3.5149478696741845,1.0612992500635321
3.5508646616541348,1.0978202493763036
3.5867814536340843,1.1321883229365479
3.6226982456140346,1.1642335487286419
3.6586150375939841,1.1936883103442686
3.6945318295739344,1.2201722341669223
3.7304486215538839,1.2431897622056221
3.7663654135338342,1.2621410559205466
3.8022822055137837,1.276345604139218
3.8381989974937341,1.2850767079475887
3.8741157894736835,1.2876042214175596
3.9100325814536339,1.2832426874260088
3.9459493734335833,1.2714022686449264
3.9818661654135328,1.2516403840006731
4.0177829573934831,1.2237123454464545
4.0536997493734326,1.1876191716503739
4.0896165413533829,1.1436499042624027
4.1255333333333324,1.0924142366942995
4.1614501253132827,1.0348595561948764
4.1973669172932322,0.97226545470857717
4.2332837092731825,0.90620939910828768
4.269200501253132,0.8385002899860301
4.3051172932330823,0.7710819764270973
4.3410340852130318,0.70591520468016533
4.3769508771929821,0.64485187417503131
4.4128676691729316,0.58951777136406924
4.4487844611528811,0.54121812348730924
4.4847012531328314,0.50087497785890556
4.5206180451127809,0.46899854049890655
4.5565348370927312,0.44568854562353627
4.5924516290726807,0.43065814161342908
4.628368421052631,0.42327212370420836
4.6642852130325805,0.42259298874101769
4.7002020050125308,0.42743104904043278
4.7361187969924803,0.43639753691136296
4.7720355889724306,0.44796142005574618
4.8079523809523801,0.46051114839926743
4.8438691729323304,0.47242180591536581
4.8797859649122799,0.48212652470991385
4.9157027568922294,0.48818913745505638
4.9516195488721797,0.48937357634527323
4.9875363408521292,0.48470501740229682
5.0234531328320795,0.47351841622606977
5.059369924812029,0.45549161978108554
5.0952867167919793,0.43066202372662465
5.1312035087719288,0.3994270432828711
5.1671203007518791,0.36252902988877472
5.2030370927318286,0.32102479270759482
5.2389538847117789,0.27623921358402742
5.2748706766917284,0.22970247948198055
5.3107874686716787,0.18307190767899484
5.3467042606516282,0.13804227077783754
5.3826210526315776,0.096252129206986961
5.418537844611528,0.059196446628403954
5.4544546365914774,0.028156155074791502
5.4903714285714278,0.0041526203629647946
5.5262882205513773,-0.012070239587692565
5.5622050125313276,-0.020039322508739556
5.5981218045112771,-0.019528854943715653
